sequenceID	source.name	species	subtype	genotype
DQ229677	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229678	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229679	ncbi-nuccore-hmpv	HMPV	B	B2
DQ229680	ncbi-nuccore-hmpv	HMPV	A	-
DQ229681	ncbi-nuccore-hmpv	HMPV	A	-
DQ229682	ncbi-nuccore-hmpv	HMPV	B	B2
DQ229683	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229684	ncbi-nuccore-hmpv	HMPV	B	B2
DQ229685	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229686	ncbi-nuccore-hmpv	HMPV	B	B2
DQ229687	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229688	ncbi-nuccore-hmpv	HMPV	B	B2
DQ229689	ncbi-nuccore-hmpv	HMPV	B	B2
DQ229690	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229691	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229692	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229693	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229694	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229695	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229696	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229697	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229698	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229699	ncbi-nuccore-hmpv	HMPV	B	B2
DQ229700	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229701	ncbi-nuccore-hmpv	HMPV	B	B2
DQ229702	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229703	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229704	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229705	ncbi-nuccore-hmpv	HMPV	B	B2
DQ229706	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229707	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229708	ncbi-nuccore-hmpv	HMPV	B	B2
DQ229709	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229710	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229711	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229712	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229713	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229714	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229715	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229716	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229717	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229718	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229719	ncbi-nuccore-hmpv	HMPV	B	B2
DQ229720	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229721	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229722	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229723	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229724	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229725	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229726	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229727	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229728	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229729	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229730	ncbi-nuccore-hmpv	HMPV	B	B2
DQ229731	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229732	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229733	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229734	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229735	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229736	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229737	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229738	ncbi-nuccore-hmpv	HMPV	B	B2
DQ229739	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229740	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229741	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229742	ncbi-nuccore-hmpv	HMPV	B	B2
DQ229743	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229744	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229745	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229746	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229747	ncbi-nuccore-hmpv	HMPV	B	B2
DQ229748	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229749	ncbi-nuccore-hmpv	HMPV	B	B2
DQ229750	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229751	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229752	ncbi-nuccore-hmpv	HMPV	B	B2
DQ229753	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229754	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229755	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229756	ncbi-nuccore-hmpv	HMPV	B	B2
DQ229757	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229758	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229759	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229760	ncbi-nuccore-hmpv	HMPV	B	B2
DQ229761	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229762	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229763	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229764	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229765	ncbi-nuccore-hmpv	HMPV	B	B2
DQ229766	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229767	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229768	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229769	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229770	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229771	ncbi-nuccore-hmpv	HMPV	B	B2
DQ229772	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229773	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229774	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229775	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229776	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229777	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229778	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229779	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229780	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229781	ncbi-nuccore-hmpv	HMPV	B	B2
DQ229782	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229783	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229784	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229785	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229786	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229787	ncbi-nuccore-hmpv	HMPV	B	B2
DQ229788	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229789	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229790	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229791	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229792	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229793	ncbi-nuccore-hmpv	HMPV	B	B2
DQ229794	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229795	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229796	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229797	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229798	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229799	ncbi-nuccore-hmpv	HMPV	B	B2
DQ229800	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229801	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229802	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229803	ncbi-nuccore-hmpv	HMPV	B	B2
DQ229804	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229805	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229806	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229807	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229808	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229809	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229810	ncbi-nuccore-hmpv	HMPV	B	B2
DQ229811	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229812	ncbi-nuccore-hmpv	HMPV	B	B2
DQ229813	ncbi-nuccore-hmpv	HMPV	B	B2
DQ229814	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229815	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229816	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229817	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229818	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229819	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229820	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229821	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ229822	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229823	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229824	ncbi-nuccore-hmpv	HMPV	A	A1
DQ229825	ncbi-nuccore-hmpv	HMPV	B	B1
DQ229826	ncbi-nuccore-hmpv	HMPV	B	B1
DQ270215	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ270216	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ270217	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ270219	ncbi-nuccore-hmpv	HMPV	B	-
DQ270220	ncbi-nuccore-hmpv	HMPV	B	B2
DQ270221	ncbi-nuccore-hmpv	HMPV	B	B2
DQ270222	ncbi-nuccore-hmpv	HMPV	B	B2
DQ270223	ncbi-nuccore-hmpv	HMPV	-	-
DQ270224	ncbi-nuccore-hmpv	HMPV	B	B2
DQ270225	ncbi-nuccore-hmpv	HMPV	B	B2
DQ275669	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ312443	ncbi-nuccore-hmpv	HMPV	-	-
DQ312444	ncbi-nuccore-hmpv	HMPV	A	-
DQ312445	ncbi-nuccore-hmpv	HMPV	B	B1
DQ312446	ncbi-nuccore-hmpv	HMPV	B	B1
DQ312447	ncbi-nuccore-hmpv	HMPV	B	B1
DQ312448	ncbi-nuccore-hmpv	HMPV	B	B1
DQ312449	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ312450	ncbi-nuccore-hmpv	HMPV	B	B1
DQ312451	ncbi-nuccore-hmpv	HMPV	A	-
DQ312452	ncbi-nuccore-hmpv	HMPV	B	B1
DQ312453	ncbi-nuccore-hmpv	HMPV	B	B2
DQ312454	ncbi-nuccore-hmpv	HMPV	B	B1
DQ312455	ncbi-nuccore-hmpv	HMPV	B	B1
DQ312456	ncbi-nuccore-hmpv	HMPV	A	-
DQ312457	ncbi-nuccore-hmpv	HMPV	-	-
DQ312458	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ312459	ncbi-nuccore-hmpv	HMPV	B	B1
DQ312460	ncbi-nuccore-hmpv	HMPV	B	B2
DQ312461	ncbi-nuccore-hmpv	HMPV	B	B1
DQ312462	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ312463	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ312464	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ312465	ncbi-nuccore-hmpv	HMPV	-	-
DQ318787	ncbi-nuccore-hmpv	-	-	-
DQ336142	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ336143	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ336144	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ336145	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ336146	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ336147	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ362937	ncbi-nuccore-hmpv	HMPV	A	A1
DQ362938	ncbi-nuccore-hmpv	HMPV	A	A1
DQ362939	ncbi-nuccore-hmpv	HMPV	A	A1
DQ362940	ncbi-nuccore-hmpv	HMPV	A	A1
DQ362941	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ362942	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ362943	ncbi-nuccore-hmpv	HMPV	B	B1
DQ362944	ncbi-nuccore-hmpv	HMPV	B	B1
DQ362945	ncbi-nuccore-hmpv	HMPV	B	B1
DQ362946	ncbi-nuccore-hmpv	HMPV	B	B1
DQ362947	ncbi-nuccore-hmpv	HMPV	B	B1
DQ362948	ncbi-nuccore-hmpv	HMPV	A	A1
DQ362949	ncbi-nuccore-hmpv	HMPV	A	A1
DQ362950	ncbi-nuccore-hmpv	HMPV	A	A1
DQ362951	ncbi-nuccore-hmpv	HMPV	A	A1
DQ362952	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ362953	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ362954	ncbi-nuccore-hmpv	HMPV	B	B1
DQ362955	ncbi-nuccore-hmpv	HMPV	B	B1
DQ362956	ncbi-nuccore-hmpv	HMPV	B	B1
DQ362957	ncbi-nuccore-hmpv	HMPV	B	B1
DQ362958	ncbi-nuccore-hmpv	HMPV	B	B1
DQ393715	ncbi-nuccore-hmpv	HMPV	B	B2
DQ393716	ncbi-nuccore-hmpv	HMPV	B	B1
DQ393717	ncbi-nuccore-hmpv	HMPV	B	B1
DQ393718	ncbi-nuccore-hmpv	HMPV	B	B1
DQ393719	ncbi-nuccore-hmpv	HMPV	B	B1
DQ393720	ncbi-nuccore-hmpv	HMPV	B	B2
DQ439949	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ439950	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ439951	ncbi-nuccore-hmpv	HMPV	A	-
DQ439952	ncbi-nuccore-hmpv	HMPV	A	A1
DQ439953	ncbi-nuccore-hmpv	HMPV	A	A1
DQ439954	ncbi-nuccore-hmpv	HMPV	A	A1
DQ439955	ncbi-nuccore-hmpv	HMPV	A	A1
DQ439956	ncbi-nuccore-hmpv	HMPV	A	A1
DQ439957	ncbi-nuccore-hmpv	HMPV	A	-
DQ439958	ncbi-nuccore-hmpv	HMPV	B	B1
DQ439959	ncbi-nuccore-hmpv	HMPV	B	B1
DQ439960	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ439961	ncbi-nuccore-hmpv	HMPV	B	B1
DQ450606	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450607	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450608	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450609	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450610	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450611	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450612	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450613	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450614	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450615	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450616	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450617	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450618	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450619	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450620	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450621	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450622	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450623	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450624	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450625	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450626	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450627	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450628	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450629	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450630	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450631	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450632	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450633	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450634	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450635	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450636	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450637	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450638	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450639	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450640	ncbi-nuccore-hmpv	HMPV	B	B1
DQ450641	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450642	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450643	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450644	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450645	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450646	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450647	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450648	ncbi-nuccore-hmpv	HMPV	B	B1
DQ450649	ncbi-nuccore-hmpv	HMPV	B	B1
DQ450650	ncbi-nuccore-hmpv	HMPV	B	B1
DQ450651	ncbi-nuccore-hmpv	HMPV	B	B1
DQ450652	ncbi-nuccore-hmpv	HMPV	B	B1
DQ450653	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ450654	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450655	ncbi-nuccore-hmpv	HMPV	A	A1
DQ450656	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ452970	ncbi-nuccore-hmpv	HMPV	A	A1
DQ452971	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ452972	ncbi-nuccore-hmpv	HMPV	B	B1
DQ452973	ncbi-nuccore-hmpv	HMPV	B	-
DQ452974	ncbi-nuccore-hmpv	HMPV	B	B1
DQ452975	ncbi-nuccore-hmpv	HMPV	A	-
DQ452976	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ452977	ncbi-nuccore-hmpv	HMPV	B	-
DQ452978	ncbi-nuccore-hmpv	HMPV	B	-
DQ452979	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ452980	ncbi-nuccore-hmpv	HMPV	B	B1
DQ452981	ncbi-nuccore-hmpv	HMPV	A	A1
DQ452982	ncbi-nuccore-hmpv	HMPV	B	-
DQ452983	ncbi-nuccore-hmpv	HMPV	B	B1
DQ452984	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ452985	ncbi-nuccore-hmpv	HMPV	B	-
DQ452986	ncbi-nuccore-hmpv	HMPV	B	-
DQ452987	ncbi-nuccore-hmpv	HMPV	B	B2
DQ452988	ncbi-nuccore-hmpv	HMPV	B	B1
DQ452989	ncbi-nuccore-hmpv	HMPV	A	-
DQ452990	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ452991	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ452992	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ452993	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ452994	ncbi-nuccore-hmpv	HMPV	A	-
DQ452995	ncbi-nuccore-hmpv	HMPV	B	B2
DQ452996	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ452997	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ452998	ncbi-nuccore-hmpv	HMPV	B	B1
DQ452999	ncbi-nuccore-hmpv	HMPV	B	B1
DQ453000	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453001	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ453002	ncbi-nuccore-hmpv	HMPV	B	-
DQ453003	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ453004	ncbi-nuccore-hmpv	HMPV	B	B1
DQ453005	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453006	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ453007	ncbi-nuccore-hmpv	HMPV	A	-
DQ453008	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ453009	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ453010	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ453011	ncbi-nuccore-hmpv	HMPV	B	B2
DQ453012	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453013	ncbi-nuccore-hmpv	HMPV	B	B1
DQ453014	ncbi-nuccore-hmpv	HMPV	A	-
DQ453015	ncbi-nuccore-hmpv	HMPV	B	B1
DQ453016	ncbi-nuccore-hmpv	HMPV	A	-
DQ453017	ncbi-nuccore-hmpv	HMPV	A	A1
DQ453018	ncbi-nuccore-hmpv	HMPV	B	B1
DQ453019	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ453020	ncbi-nuccore-hmpv	HMPV	B	B2
DQ453021	ncbi-nuccore-hmpv	HMPV	A	-
DQ453022	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453023	ncbi-nuccore-hmpv	HMPV	B	B1
DQ453024	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453025	ncbi-nuccore-hmpv	HMPV	A	-
DQ453026	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453027	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453028	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453029	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453030	ncbi-nuccore-hmpv	HMPV	A	-
DQ453031	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ453032	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453033	ncbi-nuccore-hmpv	HMPV	A	A1
DQ453034	ncbi-nuccore-hmpv	HMPV	B	B1
DQ453035	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ453036	ncbi-nuccore-hmpv	HMPV	B	B1
DQ453037	ncbi-nuccore-hmpv	HMPV	A	-
DQ453038	ncbi-nuccore-hmpv	HMPV	B	B1
DQ453039	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ453040	ncbi-nuccore-hmpv	HMPV	B	-
DQ453041	ncbi-nuccore-hmpv	HMPV	A	-
DQ453042	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453043	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453044	ncbi-nuccore-hmpv	HMPV	B	B1
DQ453045	ncbi-nuccore-hmpv	HMPV	B	B2
DQ453046	ncbi-nuccore-hmpv	HMPV	B	B2
DQ453047	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ453048	ncbi-nuccore-hmpv	HMPV	A	A1
DQ453049	ncbi-nuccore-hmpv	HMPV	A	A1
DQ453050	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453051	ncbi-nuccore-hmpv	HMPV	B	B1
DQ453052	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ453053	ncbi-nuccore-hmpv	HMPV	B	B1
DQ453054	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453055	ncbi-nuccore-hmpv	HMPV	B	-
DQ453056	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ453057	ncbi-nuccore-hmpv	HMPV	A	A1
DQ453058	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453059	ncbi-nuccore-hmpv	HMPV	B	B1
DQ453060	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453061	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ453062	ncbi-nuccore-hmpv	HMPV	B	B1
DQ453063	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ453064	ncbi-nuccore-hmpv	HMPV	B	B1
DQ453065	ncbi-nuccore-hmpv	HMPV	B	B2
DQ453066	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ453067	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ453068	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ453069	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453070	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453071	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ453072	ncbi-nuccore-hmpv	HMPV	B	B1
DQ453073	ncbi-nuccore-hmpv	HMPV	B	B1
DQ453074	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453075	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453076	ncbi-nuccore-hmpv	HMPV	B	B1
DQ453077	ncbi-nuccore-hmpv	HMPV	B	B1
DQ453078	ncbi-nuccore-hmpv	HMPV	B	B1
DQ453079	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453080	ncbi-nuccore-hmpv	HMPV	B	B1
DQ453081	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ453082	ncbi-nuccore-hmpv	HMPV	B	-
DQ453083	ncbi-nuccore-hmpv	HMPV	A	-
DQ453084	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ453085	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ453086	ncbi-nuccore-hmpv	HMPV	B	B1
DQ453087	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453088	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453089	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453090	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453091	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453092	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453093	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453094	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453095	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ453096	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ453097	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453098	ncbi-nuccore-hmpv	HMPV	B	B1
DQ453099	ncbi-nuccore-hmpv	HMPV	A	A1
DQ453100	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ453101	ncbi-nuccore-hmpv	HMPV	B	B1
DQ453102	ncbi-nuccore-hmpv	HMPV	B	B2
DQ453103	ncbi-nuccore-hmpv	HMPV	B	B1
DQ453104	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453105	ncbi-nuccore-hmpv	HMPV	B	B1
DQ453106	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ453107	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453108	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453109	ncbi-nuccore-hmpv	HMPV	A	A2a
DQ453110	ncbi-nuccore-hmpv	HMPV	A	A1
DQ453111	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ453112	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ453113	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ453114	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ453115	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ518967	ncbi-nuccore-hmpv	HMPV	B	B1
DQ834376	ncbi-nuccore-hmpv	HMPV	B	-
DQ841206	ncbi-nuccore-hmpv	HMPV	B	B1
DQ841207	ncbi-nuccore-hmpv	HMPV	B	B2
DQ841208	ncbi-nuccore-hmpv	HMPV	B	B2
DQ841209	ncbi-nuccore-hmpv	HMPV	A	-
DQ841210	ncbi-nuccore-hmpv	HMPV	A	-
DQ841211	ncbi-nuccore-hmpv	HMPV	B	B2
DQ841212	ncbi-nuccore-hmpv	HMPV	B	B2
DQ841213	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ841214	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ843658	ncbi-nuccore-hmpv	HMPV	B	B2
DQ843659	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ855629	ncbi-nuccore-hmpv	HMPV	A	A2b1
DQ855630	ncbi-nuccore-hmpv	HMPV	A	-
